iso_code,country,year,GDLCODE,level,region,continent,sgdi,shdi,shdif,shdim,healthindex,healthindexf,healthindexm,incindex,incindexf,incindexm,edindex,edindexf,edindexm,esch,eschf,eschm,msch,mschf,mschm,lifexp,lifexpf,lifexpm,gnic,gnicf,gnicm,lgnic,lgnicf,lgnicm,pop
IND,India,2001,INDr101,Subnat,Andhra Pradesh,Asia/Pacific,0.752,0.479,0.404,0.537,0.68,0.662,0.704,0.49,0.363,0.554,0.331,0.274,0.397,7.953,6.986,8.873,3.306,2.412,4.524,64.187,65.521,63.261,2556.581,1106.879,3905.565,7.846,7.009,8.27, 
IND,India,2001,INDr102,Subnat,Assam,Asia/Pacific,0.788,0.487,0.421,0.534,0.687,0.671,0.711,0.438,0.317,0.499,0.385,0.35,0.429,8.633,8.098,9.063,4.347,3.766,5.318,64.654,66.107,63.741,1817.13,815.917,2725.23,7.505,6.704,7.91, 
IND,India,2001,INDr103,Subnat,Bihar,Asia/Pacific,0.685,0.434,0.343,0.5,0.645,0.617,0.667,0.421,0.302,0.481,0.3,0.216,0.39,6.846,5.582,8.11,3.303,1.833,4.944,61.909,62.619,60.859,1624.538,738.211,2421.694,7.393,6.604,7.792, 
IND,India,2001,INDr104,Subnat,Goa,Asia/Pacific,0.841,0.616,0.559,0.664,0.771,0.775,0.796,0.611,0.472,0.681,0.497,0.477,0.541,10.335,9.711,10.826,6.289,6.227,7.21,70.124,72.865,69.216,5706.54,2267.825,9103.926,8.649,7.727,9.116, 
IND,India,2001,INDr105,Subnat,Gujarat,Asia/Pacific,0.779,0.527,0.454,0.583,0.681,0.664,0.706,0.556,0.423,0.624,0.386,0.334,0.451,8.16,7.196,9.033,4.78,4.022,5.997,64.296,65.657,63.373,3969.657,1639.857,6210.076,8.286,7.402,8.734, 
IND,India,2001,INDr106,Subnat,Haryana,Asia/Pacific,0.775,0.548,0.471,0.607,0.709,0.698,0.734,0.566,0.431,0.634,0.41,0.346,0.482,9.344,8.428,10.093,4.517,3.355,6.043,66.076,67.882,65.191,4235.021,1737.442,6648.4,8.351,7.46,8.802, 
IND,India,2001,INDr107,Subnat,Himachal Pradesh,Asia/Pacific,0.809,0.591,0.523,0.646,0.767,0.77,0.791,0.566,0.431,0.634,0.476,0.431,0.539,10.96,10.339,11.443,5.142,4.323,6.62,69.842,72.525,68.946,4230.075,1735.629,6640.217,8.35,7.459,8.801, 
IND,India,2001,INDr108,Subnat,Jammu and Kashmir,Asia/Pacific,0.761,0.531,0.451,0.593,0.713,0.704,0.738,0.542,0.41,0.609,0.388,0.319,0.464,9.085,7.957,10.144,4.055,2.931,5.472,66.369,68.245,65.485,3618.016,1509.458,5631.694,8.194,7.32,8.636, 
IND,India,2001,INDr109,Subnat,Karnataka,Asia/Pacific,0.785,0.518,0.449,0.572,0.698,0.685,0.723,0.516,0.387,0.581,0.386,0.341,0.445,8.477,7.759,9.12,4.503,3.77,5.736,65.383,67.02,64.489,3043.414,1293.377,4693.247,8.021,7.165,8.454, 
IND,India,2001,INDr110,Subnat,Kerala,Asia/Pacific,0.859,0.606,0.555,0.646,0.822,0.837,0.845,0.52,0.39,0.586,0.519,0.524,0.545,10.729,10.289,11.031,6.637,7.138,7.144,73.451,76.893,72.431,3124.798,1324.23,4825.622,8.047,7.189,8.482, 
IND,India,2001,INDr111,Subnat,Madhya Pradesh,Asia/Pacific,0.728,0.457,0.374,0.514,0.602,0.561,0.62,0.47,0.346,0.533,0.338,0.27,0.411,7.961,6.896,8.935,3.5,2.345,4.888,59.16,58.994,57.786,2251.267,988.008,3415.612,7.719,6.896,8.136, 
IND,India,2001,INDr112,Subnat,Maharashtra,Asia/Pacific,0.793,0.557,0.486,0.614,0.726,0.72,0.751,0.55,0.417,0.617,0.434,0.383,0.498,9.418,8.71,10.002,5.162,4.243,6.602,67.216,69.298,66.343,3812.246,1581.644,5950.808,8.246,7.366,8.691, 
IND,India,2001,INDr113,Subnat,Manipur,Asia/Pacific,0.793,0.557,0.487,0.614,0.742,0.739,0.767,0.487,0.361,0.551,0.479,0.434,0.548,9.822,9.182,10.369,6.196,5.364,7.81,68.199,70.513,67.326,2517.056,1091.58,3841.951,7.831,6.995,8.254, 
IND,India,2001,INDr114,Subnat,Meghalaya,Asia/Pacific,0.821,0.478,0.422,0.514,0.638,0.608,0.659,0.456,0.333,0.518,0.377,0.371,0.397,8.83,8.564,8.998,3.944,3.982,4.423,61.47,62.003,60.316,2042.873,905.89,3083.222,7.622,6.809,8.034, 
IND,India,2001,INDr115,Subnat,Mizoram,Asia/Pacific,0.837,0.572,0.516,0.616,0.745,0.743,0.77,0.54,0.408,0.607,0.466,0.452,0.501,9.798,9.274,10.204,5.805,5.843,6.518,68.438,70.806,67.563,3567.288,1490.538,5548.5,8.18,7.307,8.621, 
IND,India,2001,INDr116,Subnat,Nagaland,Asia/Pacific,0.807,0.521,0.458,0.567,0.719,0.71,0.744,0.48,0.355,0.544,0.41,0.38,0.452,9.242,8.635,9.743,4.584,4.211,5.431,66.707,68.672,65.837,2399.773,1046.028,3653.507,7.783,6.953,8.203, 
IND,India,2001,INDr117,Subnat,Orissa,Asia/Pacific,0.744,0.456,0.379,0.51,0.64,0.611,0.662,0.428,0.308,0.489,0.346,0.29,0.41,8.165,7.315,8.954,3.577,2.595,4.841,61.621,62.243,60.542,1698.384,768.116,2537.862,7.437,6.644,7.839, 
IND,India,2001,INDr118,Subnat,Punjab,Asia/Pacific,0.828,0.577,0.516,0.623,0.725,0.718,0.75,0.609,0.47,0.68,0.434,0.407,0.475,9.599,9.012,10.041,5.013,4.706,5.879,67.131,69.194,66.258,5644.09,2245.642,8998.948,8.638,7.717,9.105, 
IND,India,2001,INDr119,Subnat,Rajasthan,Asia/Pacific,0.684,0.467,0.368,0.539,0.63,0.598,0.651,0.497,0.37,0.562,0.326,0.226,0.428,7.862,6.069,9.525,3.222,1.72,4.889,60.969,61.386,59.818,2686.494,1156.99,4115.026,7.896,7.054,8.322, 
IND,India,2001,INDr120,Subnat,Sikkim,Asia/Pacific,0.816,0.548,0.484,0.594,0.712,0.702,0.737,0.572,0.436,0.64,0.403,0.37,0.443,9.56,9.111,9.878,4.137,3.516,5.072,66.299,68.14,65.389,4397.025,1796.695,6916.731,8.389,7.494,8.842, 
IND,India,2001,INDr121,Subnat,Tamil Nadu,Asia/Pacific,0.799,0.545,0.478,0.597,0.74,0.736,0.765,0.513,0.384,0.579,0.425,0.385,0.482,9.617,8.95,10.179,4.74,4.087,5.97,68.085,70.369,67.207,2993.592,1274.446,4612.304,8.004,7.15,8.436, 
IND,India,2001,INDr122,Subnat,West Bengal,Asia/Pacific,0.782,0.503,0.434,0.555,0.716,0.707,0.741,0.476,0.351,0.539,0.373,0.329,0.428,8.21,7.533,8.783,4.362,3.601,5.516,66.55,68.478,65.679,2329.433,1018.596,3540.725,7.753,6.926,8.172, 
IND,India,2001,INDr123,Subnat,Uttar Pradesh,Asia/Pacific,0.715,0.461,0.374,0.523,0.614,0.577,0.633,0.457,0.334,0.52,0.349,0.271,0.434,8.085,6.897,9.145,3.736,2.37,5.391,59.888,59.98,58.637,2066.785,915.356,3121.272,7.634,6.819,8.046, 
IND,India,2001,INDr124,Subnat,New Delhi,Asia/Pacific,0.845,0.659,0.599,0.709,0.749,0.748,0.774,0.705,0.555,0.78,0.542,0.518,0.591,9.995,9.588,10.286,7.937,7.559,9.168,68.678,71.1,67.799,10623.71,3951.093,17527.007,9.271,8.282,9.771, 
IND,India,2001,INDr125,Subnat,Arunachal Pradesh,Asia/Pacific,0.773,0.5,0.427,0.552,0.677,0.658,0.701,0.496,0.369,0.56,0.372,0.32,0.427,9.052,8.215,9.792,3.626,2.742,4.654,63.996,65.28,63.063,2669.153,1150.317,4087.035,7.89,7.048,8.316, 
IND,India,2001,INDr126,Subnat,Tripura,Asia/Pacific,0.806,0.528,0.464,0.575,0.716,0.707,0.741,0.473,0.348,0.536,0.434,0.405,0.478,9.787,9.208,10.249,4.868,4.467,5.813,66.514,68.433,65.642,2293.196,1004.429,3482.696,7.738,6.912,8.156, 
IND,India,2001,INDr127,Subnat,Uttaranchal,Asia/Pacific,0.803,0.622,0.549,0.683,0.775,0.764,0.808,0.568,0.433,0.637,0.547,0.499,0.62,13.507,12.579,14.23,5.15,4.475,6.751,70.374,72.185,70.038,4303.517,1762.523,6761.785,8.367,7.475,8.819, 
IND,India,2001,INDr128,Subnat,Jharkhand,Asia/Pacific,0.772,0.556,0.477,0.618,0.756,0.741,0.79,0.479,0.354,0.542,0.475,0.413,0.55,11.92,10.902,12.965,4.306,3.307,5.702,69.158,70.696,68.839,2383.182,1039.566,3626.89,7.776,6.947,8.196, 
IND,India,2001,INDr129,Subnat,Chhattisgarh,Asia/Pacific,0.776,0.555,0.478,0.615,0.729,0.707,0.762,0.499,0.372,0.564,0.471,0.414,0.542,11.849,10.822,12.746,4.259,3.405,5.627,67.359,68.474,67.04,2725.694,1172.06,4178.338,7.91,7.067,8.338, 
IND,India,2001,INDr130,Subnat,Telangana,Asia/Pacific,0.812,0.619,0.549,0.677,0.79,0.783,0.823,0.616,0.476,0.687,0.488,0.445,0.548,11.31,10.694,11.783,5.216,4.442,6.629,71.342,73.366,70.984,5910.552,2340.115,9447.302,8.684,7.758,9.153, 
IND,India,2001,INDr131,Subnat,Chandigarth,Asia/Pacific,0.828,0.631,0.552,0.668,0.824,0.824,0.856,0.614,0.474,0.685,0.496,0.431,0.508,11.471,10.081,10.26,5.309,4.539,6.676,73.551,76.04,73.118,5830.544,2311.797,9312.561,8.671,7.746,9.139, 
IND,India,2001,INDr132,Subnat,Dadra and Nagar Haveli,Asia/Pacific,0.821,0.674,0.595,0.724,0.809,0.805,0.841,0.607,0.468,0.678,0.625,0.559,0.667,13.374,10.629,14.095,7.598,7.901,8.268,72.559,74.842,72.164,5570.246,2219.377,8874.898,8.625,7.705,9.091, 
IND,India,2001,INDr133,Subnat,Puducherry,Asia/Pacific,0.862,0.721,0.662,0.768,0.838,0.841,0.869,0.67,0.525,0.744,0.669,0.657,0.7,13.925,13.32,13.846,8.452,8.603,9.466,74.472,77.149,73.999,8459.537,3223.608,13785.915,9.043,8.078,9.531, 
IND,India,2001,INDr134,Subnat,Daman and Diu,Asia/Pacific,0.845,0.656,0.595,0.704,0.816,0.814,0.848,0.656,0.512,0.729,0.527,0.507,0.565,10.44,10.295,10.589,7.11,6.625,8.137,73.024,75.404,72.612,7692.142,2961.073,12471.137,8.948,7.993,9.431, 
IND,India,2001,INDr135,Subnat,Lakshadweep,Asia/Pacific,0.86,0.696,0.64,0.744,0.829,0.829,0.86,0.69,0.542,0.765,0.59,0.584,0.626,12.13,11.642,12.43,7.598,7.803,8.436,73.856,76.407,73.41,9639.097,3622.296,15819.283,9.174,8.195,9.669, 
IND,India,2001,INDr136,Subnat,Andaman and Nicobar Islands,Asia/Pacific,0.867,0.687,0.634,0.731,0.865,0.874,0.895,0.666,0.52,0.739,0.562,0.561,0.591,11.726,11.142,12.154,7.092,7.544,7.603,76.254,79.284,75.688,8203.95,3136.463,13347.273,9.012,8.051,9.499, 
IND,India,2001,INDt,National,Total,Asia/Pacific,0.759,0.496,0.42,0.553,0.663,0.64,0.686,0.494,0.367,0.558,0.372,0.314,0.441,8.337,7.371,9.21,4.221,3.284,5.566,63.091,64.131,62.114,2634.935,1137.134,4031.829,7.877,7.036,8.302, 
IND,India,2002,INDr101,Subnat,Andhra Pradesh,Asia/Pacific,0.759,0.488,0.413,0.544,0.687,0.67,0.71,0.496,0.37,0.559,0.342,0.284,0.406,8.235,7.351,9.078,3.385,2.389,4.608,64.666,66.059,63.667,2659.688,1158.668,4058.066,7.886,7.055,8.308, 
IND,India,2002,INDr102,Subnat,Assam,Asia/Pacific,0.792,0.494,0.427,0.539,0.687,0.669,0.71,0.443,0.323,0.504,0.397,0.361,0.439,8.903,8.458,9.255,4.498,3.771,5.467,64.623,66.003,63.62,1874.407,847.237,2806.795,7.536,6.742,7.94, 
IND,India,2002,INDr103,Subnat,Bihar,Asia/Pacific,0.691,0.439,0.349,0.505,0.651,0.624,0.673,0.424,0.306,0.484,0.306,0.222,0.395,7.007,5.819,8.208,3.344,1.821,5.006,62.331,63.089,61.217,1653.115,757.17,2458.819,7.41,6.63,7.807, 
IND,India,2002,INDr104,Subnat,Goa,Asia/Pacific,0.842,0.626,0.567,0.673,0.781,0.787,0.804,0.619,0.481,0.69,0.507,0.481,0.549,10.53,9.992,10.952,6.43,6.106,7.34,70.795,73.634,69.785,6023.608,2407.556,9602.094,8.703,7.786,9.17, 
IND,India,2002,INDr105,Subnat,Gujarat,Asia/Pacific,0.781,0.534,0.46,0.589,0.689,0.673,0.712,0.561,0.428,0.628,0.395,0.339,0.458,8.408,7.509,9.211,4.844,3.901,6.061,64.797,66.223,63.801,4092.086,1703.559,6389.368,8.317,7.44,8.762, 
IND,India,2002,INDr106,Subnat,Haryana,Asia/Pacific,0.778,0.555,0.477,0.613,0.719,0.71,0.743,0.57,0.436,0.637,0.417,0.35,0.486,9.488,8.658,10.161,4.589,3.274,6.127,66.731,68.638,65.765,4339.59,1795.452,6797.173,8.376,7.493,8.824, 
IND,India,2002,INDr107,Subnat,Himachal Pradesh,Asia/Pacific,0.812,0.6,0.531,0.654,0.773,0.776,0.796,0.573,0.439,0.641,0.488,0.44,0.549,11.193,10.659,11.6,5.323,4.318,6.804,70.233,72.953,69.244,4429.04,1828.525,6944.867,8.396,7.511,8.846, 
IND,India,2002,INDr108,Subnat,Jammu and Kashmir,Asia/Pacific,0.769,0.541,0.462,0.601,0.725,0.717,0.748,0.547,0.416,0.613,0.4,0.331,0.473,9.328,8.321,10.259,4.217,2.99,5.629,67.111,69.106,66.143,3731.384,1568.574,5797.439,8.225,7.358,8.665, 
IND,India,2002,INDr109,Subnat,Karnataka,Asia/Pacific,0.789,0.526,0.456,0.578,0.707,0.695,0.731,0.52,0.392,0.585,0.395,0.348,0.452,8.744,8.115,9.306,4.572,3.679,5.805,65.963,67.683,64.991,3121.961,1337.281,4804.46,8.046,7.198,8.477, 
IND,India,2002,INDr110,Subnat,Kerala,Asia/Pacific,0.862,0.62,0.568,0.659,0.829,0.844,0.85,0.54,0.41,0.607,0.531,0.528,0.554,11.002,10.664,11.222,6.767,6.96,7.265,73.884,77.374,72.76,3575.739,1509.909,5542.946,8.182,7.32,8.62, 
IND,India,2002,INDr111,Subnat,Madhya Pradesh,Asia/Pacific,0.735,0.464,0.382,0.519,0.614,0.576,0.631,0.47,0.347,0.533,0.346,0.278,0.417,8.195,7.239,9.06,3.56,2.309,4.95,59.928,59.925,58.546,2246.966,996.418,3397.515,7.717,6.904,8.131, 
IND,India,2002,INDr112,Subnat,Maharashtra,Asia/Pacific,0.796,0.565,0.493,0.619,0.735,0.73,0.759,0.552,0.421,0.619,0.443,0.389,0.505,9.591,8.955,10.115,5.301,4.213,6.735,67.804,69.969,66.844,3875.456,1622.648,6033.516,8.262,7.392,8.705, 
IND,India,2002,INDr113,Subnat,Manipur,Asia/Pacific,0.795,0.563,0.492,0.619,0.749,0.747,0.773,0.491,0.366,0.555,0.486,0.435,0.552,9.908,9.351,10.386,6.314,5.265,7.911,68.69,71.063,67.727,2588.52,1130.892,3943.745,7.859,7.031,8.28, 
IND,India,2002,INDr114,Subnat,Meghalaya,Asia/Pacific,0.828,0.488,0.432,0.522,0.656,0.629,0.676,0.466,0.344,0.529,0.38,0.372,0.398,8.784,8.628,8.852,4.092,3.978,4.556,62.609,63.389,61.433,2192.492,974.779,3310.792,7.693,6.882,8.105, 
IND,India,2002,INDr115,Subnat,Mizoram,Asia/Pacific,0.839,0.583,0.525,0.625,0.753,0.752,0.776,0.554,0.422,0.621,0.475,0.455,0.508,9.92,9.461,10.271,5.969,5.766,6.669,68.933,71.361,67.966,3908.241,1634.923,6087.304,8.271,7.399,8.714, 
IND,India,2002,INDr116,Subnat,Nagaland,Asia/Pacific,0.812,0.526,0.463,0.57,0.722,0.713,0.746,0.488,0.363,0.551,0.413,0.383,0.451,9.234,8.768,9.601,4.7,4.171,5.524,66.918,68.877,65.963,2528.35,1107.345,3847.222,7.835,7.01,8.255, 
IND,India,2002,INDr117,Subnat,Orissa,Asia/Pacific,0.749,0.462,0.385,0.514,0.649,0.622,0.67,0.431,0.312,0.492,0.351,0.294,0.413,8.268,7.496,8.99,3.643,2.575,4.893,62.203,62.918,61.071,1736.957,791.435,2590.382,7.46,6.674,7.86, 
IND,India,2002,INDr118,Subnat,Punjab,Asia/Pacific,0.83,0.582,0.521,0.627,0.734,0.728,0.758,0.613,0.475,0.683,0.438,0.408,0.477,9.674,9.193,10.027,5.091,4.568,5.959,67.7,69.842,66.741,5781.35,2320.745,9195.671,8.662,7.75,9.126, 
IND,India,2002,INDr119,Subnat,Rajasthan,Asia/Pacific,0.69,0.474,0.375,0.544,0.642,0.612,0.662,0.499,0.373,0.563,0.333,0.232,0.432,8.045,6.318,9.628,3.272,1.695,4.947,61.712,62.272,60.526,2715.7,1180.474,4148.157,7.907,7.074,8.33, 
IND,India,2002,INDr120,Subnat,Sikkim,Asia/Pacific,0.82,0.555,0.491,0.599,0.729,0.722,0.753,0.572,0.439,0.64,0.409,0.374,0.446,9.589,9.238,9.824,4.27,3.515,5.2,67.411,69.458,66.415,4413.754,1822.878,6919.616,8.392,7.508,8.842, 
IND,India,2002,INDr121,Subnat,Tamil Nadu,Asia/Pacific,0.804,0.554,0.487,0.606,0.75,0.748,0.774,0.517,0.39,0.582,0.438,0.395,0.493,9.962,9.373,10.457,4.849,4.046,6.068,68.763,71.148,67.793,3073.242,1318.596,4725.502,8.03,7.184,8.461, 
IND,India,2002,INDr122,Subnat,West Bengal,Asia/Pacific,0.786,0.508,0.439,0.558,0.722,0.714,0.746,0.477,0.354,0.54,0.38,0.334,0.431,8.379,7.818,8.849,4.421,3.518,5.568,66.923,68.883,65.968,2357.365,1040.105,3573.615,7.765,6.947,8.181, 
IND,India,2002,INDr123,Subnat,Uttar Pradesh,Asia/Pacific,0.722,0.468,0.381,0.528,0.622,0.587,0.641,0.461,0.339,0.523,0.357,0.278,0.439,8.275,7.201,9.229,3.803,2.334,5.473,60.441,60.624,59.15,2112.322,942.829,3183.371,7.656,6.849,8.066, 
IND,India,2002,INDr124,Subnat,New Delhi,Asia/Pacific,0.845,0.663,0.601,0.711,0.757,0.756,0.78,0.7,0.553,0.775,0.549,0.518,0.595,10.118,9.813,10.33,8.047,7.374,9.229,69.187,71.672,68.216,10297.556,3889.697,16893.516,9.24,8.266,9.735, 
IND,India,2002,INDr125,Subnat,Arunachal Pradesh,Asia/Pacific,0.776,0.505,0.431,0.555,0.678,0.658,0.7,0.505,0.379,0.57,0.376,0.321,0.429,9.083,8.321,9.752,3.703,2.698,4.733,64.038,65.267,63.017,2835.842,1227.088,4341.728,7.95,7.112,8.376, 
IND,India,2002,INDr126,Subnat,Tripura,Asia/Pacific,0.81,0.532,0.467,0.577,0.718,0.709,0.742,0.477,0.353,0.54,0.44,0.408,0.48,9.95,9.49,10.304,4.902,4.322,5.828,66.672,68.572,65.716,2350.145,1037.254,3562.083,7.762,6.944,8.178, 
IND,India,2002,INDr127,Subnat,Uttaranchal,Asia/Pacific,0.805,0.626,0.551,0.685,0.778,0.769,0.81,0.568,0.435,0.636,0.553,0.501,0.625,13.716,12.895,14.348,5.175,4.287,6.785,70.583,72.455,70.12,4306.811,1783.314,6743.091,8.368,7.486,8.816, 
IND,India,2002,INDr128,Subnat,Jharkhand,Asia/Pacific,0.774,0.559,0.479,0.619,0.759,0.746,0.791,0.479,0.355,0.542,0.48,0.416,0.554,12.104,11.176,13.072,4.327,3.169,5.731,69.364,70.96,68.919,2384.878,1050.958,3617.57,7.777,6.957,8.194, 
IND,India,2002,INDr129,Subnat,Chhattisgarh,Asia/Pacific,0.779,0.559,0.48,0.617,0.732,0.711,0.763,0.499,0.373,0.563,0.477,0.417,0.546,12.032,11.094,12.852,4.279,3.262,5.656,67.559,68.73,67.118,2727.666,1185.127,4167.416,7.911,7.078,8.335, 
IND,India,2002,INDr130,Subnat,Telangana,Asia/Pacific,0.813,0.623,0.552,0.679,0.793,0.787,0.824,0.616,0.478,0.687,0.494,0.446,0.552,11.485,10.963,11.88,5.241,4.256,6.662,71.554,73.639,71.067,5915.249,2368.773,9420.195,8.685,7.77,9.151, 
IND,India,2002,INDr131,Subnat,Chandigarth,Asia/Pacific,0.828,0.634,0.554,0.669,0.827,0.828,0.857,0.614,0.476,0.684,0.501,0.432,0.511,11.648,10.335,10.345,5.335,4.349,6.709,73.77,76.324,73.203,5835.169,2340.063,9285.882,8.672,7.758,9.136, 
IND,India,2002,INDr132,Subnat,Dadra and Nagar Haveli,Asia/Pacific,0.82,0.678,0.596,0.726,0.812,0.81,0.842,0.607,0.47,0.677,0.632,0.555,0.672,13.58,10.897,14.212,7.635,7.569,8.309,72.775,75.121,72.248,5574.642,2246.37,8849.607,8.626,7.717,9.088, 
IND,India,2002,INDr133,Subnat,Puducherry,Asia/Pacific,0.861,0.725,0.663,0.77,0.841,0.845,0.871,0.67,0.527,0.744,0.676,0.654,0.705,14.14,13.654,13.961,8.493,8.242,9.514,74.694,77.437,74.085,8466.536,3264.726,13744.729,9.044,8.091,9.528, 
IND,India,2002,INDr134,Subnat,Daman and Diu,Asia/Pacific,0.845,0.659,0.596,0.706,0.819,0.818,0.849,0.656,0.514,0.729,0.533,0.505,0.569,10.601,10.554,10.677,7.145,6.347,8.177,73.241,75.686,72.697,7698.44,2998.442,12434.269,8.949,8.006,9.428, 
IND,India,2002,INDr135,Subnat,Lakshadweep,Asia/Pacific,0.859,0.7,0.641,0.746,0.832,0.834,0.861,0.69,0.544,0.764,0.597,0.581,0.631,12.318,11.935,12.533,7.635,7.476,8.479,74.076,76.692,73.496,9647.188,3669.169,15771.341,9.174,8.208,9.666, 
IND,India,2002,INDr136,Subnat,Andaman and Nicobar Islands,Asia/Pacific,0.866,0.69,0.635,0.733,0.869,0.878,0.897,0.666,0.522,0.739,0.568,0.558,0.595,11.908,11.422,12.254,7.126,7.228,7.641,76.481,79.579,75.777,8210.715,3176.332,13307.532,9.013,8.063,9.496, 
IND,India,2002,INDt,National,Total,Asia/Pacific,0.763,0.503,0.426,0.558,0.671,0.65,0.693,0.498,0.372,0.561,0.38,0.32,0.447,8.528,7.649,9.32,4.298,3.223,5.647,63.616,64.729,62.573,2694.231,1172.122,4113.613,7.899,7.067,8.322, 
IND,India,2003,INDr101,Subnat,Andhra Pradesh,Asia/Pacific,0.779,0.504,0.432,0.555,0.694,0.678,0.716,0.507,0.382,0.571,0.363,0.312,0.418,8.915,8.389,9.433,3.465,2.364,4.693,65.097,66.556,64.021,2869.091,1257.629,4372.189,7.962,7.137,8.383, 
IND,India,2003,INDr102,Subnat,Assam,Asia/Pacific,0.809,0.508,0.443,0.548,0.685,0.667,0.707,0.453,0.334,0.513,0.422,0.392,0.454,9.601,9.584,9.6,4.649,3.769,5.617,64.541,65.853,63.445,2001.575,910.708,2992.627,7.602,6.814,8.004, 
IND,India,2003,INDr103,Subnat,Bihar,Asia/Pacific,0.711,0.45,0.364,0.512,0.657,0.631,0.677,0.432,0.315,0.491,0.321,0.243,0.403,7.5,6.582,8.439,3.384,1.807,5.069,62.706,63.518,61.525,1740.319,803.394,2582.828,7.462,6.689,7.857, 
IND,India,2003,INDr104,Subnat,Goa,Asia/Pacific,0.856,0.643,0.586,0.685,0.791,0.798,0.812,0.633,0.496,0.704,0.531,0.509,0.562,11.22,11.157,11.256,6.571,5.986,7.47,71.415,74.357,70.297,6618.149,2660.37,10541.384,8.798,7.886,9.263, 
IND,India,2003,INDr105,Subnat,Gujarat,Asia/Pacific,0.796,0.549,0.477,0.599,0.696,0.681,0.718,0.571,0.44,0.638,0.415,0.362,0.469,9.058,8.5,9.542,4.907,3.783,6.126,65.25,66.748,64.177,4382.436,1838.51,6829.744,8.385,7.517,8.829, 
IND,India,2003,INDr106,Subnat,Haryana,Asia/Pacific,0.795,0.568,0.494,0.622,0.728,0.721,0.751,0.579,0.447,0.646,0.435,0.375,0.496,10.076,9.653,10.393,4.661,3.194,6.211,67.338,69.352,66.287,4620.887,1927.934,7221.569,8.438,7.564,8.885, 
IND,India,2003,INDr107,Subnat,Himachal Pradesh,Asia/Pacific,0.829,0.617,0.552,0.666,0.778,0.782,0.8,0.585,0.453,0.653,0.516,0.475,0.565,11.953,11.924,11.948,5.505,4.306,6.988,70.572,73.335,69.485,4819.917,2002.208,7549.443,8.481,7.602,8.929, 
IND,India,2003,INDr108,Subnat,Jammu and Kashmir,Asia/Pacific,0.791,0.558,0.484,0.612,0.735,0.73,0.758,0.557,0.427,0.623,0.424,0.364,0.486,10.016,9.439,10.542,4.381,3.039,5.786,67.804,69.926,66.748,3996.377,1692.644,6197.78,8.293,7.434,8.732, 
IND,India,2003,INDr109,Subnat,Karnataka,Asia/Pacific,0.806,0.54,0.474,0.588,0.715,0.705,0.738,0.529,0.402,0.594,0.417,0.375,0.464,9.43,9.208,9.648,4.641,3.589,5.874,66.495,68.305,65.441,3322.963,1434.586,5103.345,8.109,7.269,8.538, 
IND,India,2003,INDr110,Subnat,Kerala,Asia/Pacific,0.877,0.641,0.592,0.675,0.835,0.851,0.854,0.566,0.436,0.633,0.558,0.559,0.568,11.798,11.991,11.597,6.896,6.786,7.385,74.263,77.805,73.03,4250.468,1788.804,6613.371,8.355,7.489,8.797, 
IND,India,2003,INDr111,Subnat,Madhya Pradesh,Asia/Pacific,0.756,0.477,0.399,0.528,0.625,0.59,0.642,0.475,0.354,0.537,0.366,0.305,0.426,8.822,8.242,9.334,3.62,2.272,5.012,60.653,60.82,59.258,2323.207,1040.857,3501.006,7.751,6.948,8.161, 
IND,India,2003,INDr112,Subnat,Maharashtra,Asia/Pacific,0.811,0.579,0.51,0.629,0.744,0.74,0.766,0.561,0.431,0.627,0.465,0.417,0.518,10.215,9.993,10.393,5.441,4.179,6.868,68.343,70.597,67.291,4091.731,1728.803,6353.583,8.317,7.455,8.757, 
IND,India,2003,INDr113,Subnat,Manipur,Asia/Pacific,0.81,0.576,0.508,0.627,0.756,0.755,0.778,0.501,0.377,0.564,0.505,0.459,0.561,10.453,10.335,10.57,6.432,5.165,8.012,69.13,71.568,68.072,2759.782,1214.593,4196.979,7.923,7.102,8.342, 
IND,India,2003,INDr114,Subnat,Meghalaya,Asia/Pacific,0.848,0.504,0.452,0.533,0.672,0.65,0.692,0.482,0.36,0.545,0.395,0.394,0.402,9.134,9.43,8.844,4.241,3.968,4.689,63.705,64.74,62.502,2438.137,1086.898,3683.6,7.799,6.991,8.212, 
IND,India,2003,INDr115,Subnat,Mizoram,Asia/Pacific,0.853,0.6,0.544,0.638,0.76,0.76,0.782,0.573,0.442,0.64,0.496,0.481,0.519,10.503,10.474,10.505,6.134,5.687,6.821,69.376,71.871,68.315,4448.752,1863.43,6938.605,8.4,7.53,8.845, 
IND,India,2003,INDr116,Subnat,Nagaland,Asia/Pacific,0.831,0.538,0.479,0.576,0.724,0.716,0.747,0.501,0.377,0.565,0.428,0.406,0.454,9.646,9.662,9.607,4.815,4.129,5.617,67.078,69.036,66.035,2761.673,1215.338,4200.007,7.924,7.103,8.343, 
IND,India,2003,INDr117,Subnat,Orissa,Asia/Pacific,0.768,0.473,0.401,0.522,0.658,0.632,0.678,0.44,0.322,0.5,0.367,0.317,0.42,8.756,8.335,9.17,3.708,2.553,4.946,62.74,63.554,61.551,1838.245,843.801,2736.075,7.517,6.738,7.914, 
